"","MLS","sold_price","zipcode","longitude","latitude","lot_acres","taxes","year_built","bedrooms","bathrooms","sqrt_ft","garage","kitchen_features","fireplaces","floor_covering","HOA"
"3393","21907438","550000","85739","-110.897821","32.520816","0.19","4078.46","2003","3","3","2835","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Wet Bar, Appliance Color: Black, Countertops: Granite, Microwave: Built-in, Oven: Wall","1","Carpet, Ceramic Tile, Wood","180"
"3394","21830305","599122","85629","-110.935162","31.874269","0.94","323.17","2019","4","3","2893","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Appliance Color: Stainless, Countertops: Granite, Microwave: Electrolux, Oven: Electrolux","1","Carpet, Ceramic Tile","50"
"3395","21615490","575000","85716","-110.926256","32.227265","0.67","6844.26","1964","3","4","3752","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Concrete, Natural Stone, Wood","0"
"3396","21212367","555000","85742","-111.030462","32.353499","0.37","4564.9","1981","3","4","2409","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Wood","50"
"3397","21312302","565000","85749","-110.793999","32.254057","0.58","6826.8","1998","5","5","4279","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","149"
"3398","21801175","566000","85749","-110.780909","32.246239","0.97","6299.86","1991","6","4","4046","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Microwave: Built in","1","Carpet, Ceramic Tile","41.61"
"3399","21328170","585000","85739","-110.895296","32.535781","0.23","5577","2000","4","4","3484","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Wood","140"
"3400","21323708","525000","85739","-110.865151","32.5317","0.29","3737","1994","3","3","3311","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","0","Carpet, Ceramic Tile","192"
"3401","21211663","540000","85755","-110.979631","32.455218","0.47","6335.1","2000","3","4","3688","2","Dishwasher, Garbage Disposal, Microwave, Oven","2","Carpet, Ceramic Tile","80"
"3402","21333295","550000","85718","-110.935057","32.346048","0.92","4504","1983","4","3","3055","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Natural Stone","111"
"3403","21409293","570000","85737","-110.962241","32.412746","3.3","5455.75","1979","4","4","3514","0","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Ceramic Tile, Mexican Tile, Wood","0"
"3404","21413228","565000","85737","-110.950512","32.388109","0.16","4867.5","1993","3","4","3498","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","78"
"3405","21415669","550000","85658","-111.0748","32.462987","0.34","9378.2","2004","3","3","2484","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","270"
"3406","21425632","5e+05","85718","-110.878421","32.33071","1.21","4636.68","1973","4","3","3417","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","215"
"3407","21427809","575000","85658","-111.094204","32.461525","0.69","7623.67","2007","3","3","3052","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","83"
"3408","21432723","580000","85718","-110.941753","32.309407","1.14","2473.31","1963","3","3","2483","2","Dishwasher, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","4"
"3409","21421090","584911","85737","-110.964334","32.405701","0.42","2042.21","2014","4","3","2700","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Ceramic Tile","75"
"3410","21506471","595000","85742","-111.018456","32.392369","1.73","5669.32","2006","4","4","3476","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","54"
"3411","21513022","595000","85715","-110.863222","32.26388","0.7","4658","1957","4","4","3459","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Concrete, Mexican Tile","79"
"3412","21504639","605000","85718","-110.952894","32.317171","0.56","4753.54","1985","4","3","3196","5","Dishwasher, Microwave, Oven","2","Concrete","5"
"3413","21514992","565000","85745","-111.036897","32.223356","1.4","5683.43","1996","3","3","3384","5","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile, Vinyl","39"
"3414","21503523","455000","85718","-110.931769","32.326575","1.12","4361","1979","4","3","3239","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Mexican Tile","9"
"3415","21517046","580000","85718","-110.878824","32.275247","0.37","5581.29","2004","3","3","2735","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile","62"
"3416","21513349","557000","85755","-110.98524","32.424852","0.97","5508.47","1996","4","4","3038","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Natural Stone","40"
"3417","21519359","580000","85737","-111.005525","32.413719","0.55","4365.91","2002","4","4","2915","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone, Wood","16"
"3418","21514457","517000","85716","-110.920729","32.219192","0.91","2893","1953","4","3","3860","0","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Mexican Tile","0"
"3419","21518388","550000","85637","-110.680293","31.676045","30.9","3952","2004","2","3","1512","0","Dishwasher, Refrigerator, Microwave, Oven","2","Concrete","0"
"3420","21525991","550000","85718","-110.942298","32.319135","0.96","4290","1980","3","4","3051","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","16"
"3421","21529953","585000","85743","-111.100622","32.325376","3.28","5663","1995","3","3","3223","3","Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile, Natural Stone","0"
"3422","21602411","550000","85748","-110.712229","32.23757","15","6182","2006","3","3","2900","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Ceramic Tile","0"
"3423","21608164","545000","85737","-110.96842","32.411958","3.27","5869","1978","5","3","3640","2","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","0","Carpet, Ceramic Tile, Wood","0"
"3424","21603894","585000","85718","-110.939492","32.342212","1.05","6695.73","1992","4","3","3400","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile","100"
"3425","21607001","580000","85715","-110.857029","32.258279","0.77","6204.72","1964","3","3","3065","2","Dishwasher, Refrigerator, Oven","0","Carpet, Ceramic Tile, Wood","44"
"3426","21614650","575000","85750","-110.848801","32.304738","0.24","3877","1988","2","2","2513","2","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Ceramic Tile","154"
"3427","21530530","575000","85745","-111.059859","32.227275","4.96","5205.99","1991","3","2","2681","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Mexican Tile, Other","67"
"3428","21620029","595000","85750","-110.853381","32.302767","0.26","4213","1989","2","3","2826","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone, Wood","925"
"3429","21624434","6e+05","85718","-110.954995","32.301344","1.07","6110.01","2004","4","3","2733","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","57"
"3430","21622796","550000","85749","-110.740653","32.307119","3.6","6263","1984","4","4","4966","8","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","0"
"3431","21702159","580000","85755","-110.952975","32.454766","0.77","5588","1999","3","3","2503","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","72"
"3432","21631748","595000","85745","-111.042519","32.24074","1.52","6156.33","2000","5","4","3593","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Concrete","54"
"3433","21204121","565000","85715","-110.862139","32.264696","1.03","7578.13","1967","3","3","3274","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Other","48"
"3434","21206336","575000","85739","-110.894177","32.535805","0.19","4722.8","2003","3","3","2676","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Wood","134"
"3435","21115539","575000","85737","-110.98813","32.40925","1","6818","2002","4","3","3400","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Ceramic Tile","50"
"3436","21203765","498000","85718","-110.895431","32.285927","3.47","6311","1977","3","3","2803","2","Dishwasher, Garbage Disposal, Oven","1","Carpet, Wood, Other","0"
"3437","21226880","595000","85718","-110.902349","32.303728","0.75","3120.31","1984","4","3","3176","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile","11"
"3438","21225026","569500","85739","-110.857178","32.530481","1.48","3671.14","2005","3","3","2654","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Wood","194"
"3439","21230361","595000","85743","-111.084158","32.311147","3.35","6508.61","2005","4","4","4378","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Natural Stone","40"
"3440","21128224","536700","85737","-110.965802","32.396262","1.11","5345","2000","4","3","3333","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","14"
"3441","21231265","580000","85750","-110.833902","32.310665","1.14","4242.88","1983","4","3","2822","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Wood","0"
"3442","21308637","575000","85716","-110.925027","32.217852","1.12","5552.68","1955","3","3","3044","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Wood","0"
"3443","21228339","575000","85737","-110.97039","32.387493","1.14","5219.39","1996","4","3","3208","2","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","0"
"3444","21308854","580000","85737","-111.004381","32.414932","0.78","3997.48","1999","4","3","2817","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile","17"
"3445","21301292","575000","85750","-110.865939","32.280437","0.91","7084.99","1987","4","3","5321","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile, Natural Stone","0"
"3446","21309958","545000","85749","-110.777913","32.248348","0.84","5521","1989","5","4","3704","3","Dishwasher, Refrigerator, Microwave, Oven","3","Carpet, Other","25"
"3447","21312595","567500","85737","-110.973746","32.386603","1.37","4278","1985","3","3","2591","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","0"
"3448","21313074","550000","85646","-110.934823","31.580866","36","4123","2000","3","3","3420","0","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Natural Stone, Wood","188"
"3449","21301091","520000","85750","-110.850188","32.29223","1.36","4732.47","1986","2","2","2453","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile, Natural Stone","120"
"3450","21320012","550000","85704","-110.971921","32.333202","1.06","4957.84","2002","4","3","2826","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Natural Stone, Wood","0"
"3451","21219989","440000","85611","-110.54836","31.554538","76.67","7545.24","1968","6","5","5300","0","None","4","Carpet, Vinyl, Other","0"
"3452","21315974","590000","85739","-110.879601","32.456645","2","4184.51","1981","4","3","3282","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Ceramic Tile, Concrete, Other","0"
"3453","21631110","570000","85658","-111.078134","32.464474","0.35","9058.72","2004","3","3","2484","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","270"
"3454","21710753","565000","85750","-110.815995","32.291659","1.32","5998.4","1970","5","4","3600","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Ceramic Tile, Concrete","0"
"3455","21709932","575000","85718","-110.887347","32.276859","0.62","4616.33","1977","3","3","2498","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","4"
"3456","21703000","570000","85750","-110.866252","32.294519","0.82","5518.74","1979","3","3","3918","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","33"
"3457","21714702","560000","85641","-110.66845","32.096085","1.75","6476","2006","4","4","3272","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","75"
"3458","21711551","580000","85641","-110.684579","32.008832","1.08","827.07","2015","4","4","3608","3","Dishwasher, Microwave, Oven","1","Carpet, Ceramic Tile","21"
"3459","21617190","490000","85745","-111.06077","32.264384","20","14095.7","1955","3","3","2779","2","Dishwasher, Garbage Disposal, Refrigerator","2","Carpet, Ceramic Tile","0"
"3460","21716346","593000","85750","-110.829219","32.276769","0.56","6742","1996","4","3","3390","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Countertops: granite","1","Carpet, Ceramic Tile","58"
"3461","21719313","585000","85719","-110.941134","32.22887","0.15","3190.54","1919","5","3","3011","2","Dishwasher, Garbage Disposal, Gas Range, Pantry: Closet, Refrigerator, Appliance Color: White","1","Carpet, Ceramic Tile, Mexican Tile, Wood","0"
"3462","21722099","585000","85718","-110.924906","32.320058","0.17","5957.95","2002","4","3","2637","3","Dishwasher, Double Sink, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless","2","Carpet, Ceramic Tile","193"
"3463","21728923","565000","85718","-110.922886","32.304581","2.59","5512","1967","5","3","2440","0","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Refrigerator, Appliance Color: Other, Countertops: Tile & Formica, Missing: Oven","1","Laminate, Vinyl","78.09"
"3464","21725432","532500","85716","-110.910198","32.224943","0.37","2060.16","1954","3","2","2137","1","Dishwasher, Garbage Disposal, Island, Refrigerator, Appliance Color: Stainless","0","Natural Stone, Other: Porcelain-wood","78.09"
"3465","21728078","525000","85637","-110.702175","31.66164","39.66","4188.84","1987","3","2","2052","2","Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Appliance Color: White, Countertops: tiled, Microwave: above range","0","Mexican Tile","10"
"3466","21728409","552000","85745","-111.06605","32.251454","1.17","6159.52","2004","4","3","3208","5","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Countertops: granite","3","Concrete, Natural Stone, Wood","0"
"3467","21806871","595000","85716","-110.911968","32.227288","0.28","4694.18","1967","4","3","3441","2","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite","1","Other: Polish concrete","78.09"
"3468","21801759","550000","85718","-110.895103","32.289098","1.22","5904.1","1985","3","3","4197","2","Dishwasher, Electric Range, Garbage Disposal, Pantry: Closet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Tile, Missing: Microwave, Oven: Electric","1","Carpet, Mexican Tile","42"
"3469","21806575","540000","85646","-111.048488","31.62355","0.56","4376.74","1999","3","4","3034","2","Compactor, Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: built-in","2","Concrete, Natural Stone, Wood","21"
"3470","21808567","585000","85749","-110.78886","32.260959","3.77","3496","1969","4","3","3113","2","Dishwasher, Gas Range, Lazy Susan, Pantry: Cabinet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: granite, Microwave: convection, Oven: stainless","1","Carpet, Ceramic Tile, Other: brick","78.09"
"3471","21812257","595000","85748","-110.749722","32.217621","4.03","5433.81","1968","4","3","3107","3","Dishwasher, Garbage Disposal, Refrigerator","1","Ceramic Tile, Concrete","78.09"
"3472","21811244","596000","85718","-110.878824","32.275247","0.37","5936","2004","3","3","2735","3","Dishwasher, Electric Range, Garbage Disposal, Island, Pantry: Closet, Refrigerator, Appliance Color: Stainless, Countertops: Quartz, Microwave: Stainless, Oven: Stainless","2","Ceramic Tile","62"
