"","MLS","sold_price","zipcode","longitude","latitude","lot_acres","taxes","year_built","bedrooms","bathrooms","sqrt_ft","garage","kitchen_features","fireplaces","floor_covering","HOA"
"694","21712533","840000","85749","-110.750396","32.297576","3.41","8655.89","2007","5","5","4786","4","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Wood","0"
"695","21705163","850000","85718","-110.938138","32.295763","1.11","11036","2006","4","4","4592","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Ceramic Tile, Natural Stone","0"
"696","21710180","825000","85716","-110.925117","32.224493","0.5","8634.7","1962","4","3","3592","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave","1","Natural Stone","0"
"697","21721067","819000","85718","-110.921737","32.30908","1.07","9283.31","1994","4","3","4532","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Countertops: granite","5","Carpet, Laminate, Other: Brick","198"
"698","21708945","785000","85718","-110.927904","32.290647","1.58","7231.86","1969","4","4","3670","2","Dishwasher","1","Carpet, Ceramic Tile","0"
"699","21729142","840000","85718","-110.939793","32.317543","0.97","6335","1976","4","4","3653","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: quartz, Microwave: stainless, Oven: stainless","1","Carpet, Laminate","185"
"700","21808597","850000","85718","-110.920291","32.335583","1.04","7894.51","1993","4","4","4018","3","Dishwasher, Double Sink, Garbage Disposal, Pantry: Cabinet, Prep Sink, Appliance Color: Black, Oven: .","2","Carpet, Ceramic Tile","132"
"701","21800090","840000","85748","-110.745788","32.228439","3.72","6867","1998","5","4","3541","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Closet, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: granite","3","Carpet, Ceramic Tile","71"
"702","21711990","786000","85718","-110.915687","32.304119","1.33","8448.5","1997","4","3","3664","3","Dishwasher, Garbage Disposal","2","Carpet, Ceramic Tile, Concrete, Natural Stone","84"
"703","21811677","869000","85715","-110.865588","32.26301","0.77","7731.52","1971","4","4","4737","2","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Lazy Susan, Pantry: Closet, Warming Drawer, Appliance Color: Stainless, Oven: Double Wall mounted","3","Carpet, Ceramic Tile, Mexican Tile, Natural Stone","48"
"704","21800322","850000","85742","-111.019623","32.422279","0.84","2476.7","2018","4","4","3355","3","Dishwasher, Double Sink, Electric Range, Freezer, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: ., Oven: .","0","Carpet, Other: Porcelain tile","75"
"705","21806892","795000","85704","-110.977231","32.327308","2.14","5382.83","1948","4","3","3222","0","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Tile/Wood, Oven: Double","2","Carpet, Concrete","78.09"
"706","21900137","787500","85750","-110.864117","32.279941","2.07","7546.39","1989","5","4","5647","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Pantry: Closet, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Thermador","2","Carpet, Ceramic Tile, Wood","78.09"
"707","21907940","810000","85718","-110.878945","32.296532","1.54","7380.57","1978","3","3","4024","6","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: KitchenAid, Oven: KitchenAid","3","Carpet, Mexican Tile, Other: Brick","6"
"708","21532803","820000","85745","-111.102683","32.294905","3.31","8809.03","2010","4","4","4260","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone, Other","0"
"709","21304059","775000","85716","-110.921113","32.227199","0.5","7816","1950","5","4","3866","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone","0"
"710","21329524","816500","85755","-110.978829","32.434548","0.51","6910","2003","5","5","4026","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Concrete, Natural Stone","25"
"711","21722733","829000","85718","-110.877798","32.335447","3.29","7606","1984","3","4","2964","2","Dishwasher, Garbage Disposal, Refrigerator","2","Carpet, Ceramic Tile, Natural Stone","78.09"
"712","21712762","802300","85750","-110.870445","32.315266","1.9","9554.17","1993","4","3","4258","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","43"
"713","21819991","843000","85718","-110.882751","32.323448","1.17","6327.69","1973","4","4","3633","2","Dishwasher, Garbage Disposal, Gas Range, Refrigerator, Appliance Color: Stainless, Microwave: Stainless, Oven: Stainless","2","Carpet, Natural Stone","258"
"714","21907825","850000","85749","-110.704338","32.246575","5.15","7199.74","1991","4","4","3815","2","Desk, Dishwasher, Garbage Disposal, Gas Range, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless, Countertops: Granite Slab","2","Carpet, Mexican Tile","20"
"715","21401955","839000","85742","-111.026733","32.416818","3.32","7472.65","2008","4","3","3128","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Concrete, Other","130"
"716","21504500","825000","85739","-110.858667","32.544862","0.37","4719.96","2005","3","4","3649","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","156"
"717","21510974","755000","85749","-110.72887","32.271945","4.29","2668.63","2014","5","4","4183","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","0"
"718","21533470","825000","85718","-110.910072","32.293293","1.8","10262.09","1996","4","4","3609","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","193"
"719","21605416","825000","85749","-110.761937","32.29936","3.3","7116.9","2003","4","4","4340","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Ceramic Tile, Wood","126"
"720","21532424","785000","85749","-110.767644","32.306015","3.44","11900.96","2006","4","4","5205","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone, Wood","54"
"721","21620686","8e+05","85718","-110.938633","32.293079","3.44","7820.01","1948","4","3","4059","0","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Concrete, Mexican Tile","50"
"722","21605252","825000","85718","-110.917743","32.288617","1.48","8010.55","2002","3","3","3099","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","193"
"723","21624872","835000","85750","-110.824995","32.288307","1.62","9505.76","2000","4","4","3824","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","125"
"724","21510150","775000","85718","-110.924586","32.296048","1.1","8535.07","1995","4","4","4154","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Mexican Tile","146"
"725","21632804","805000","85755","-110.96867","32.459559","1.21","8745.19","2006","3","4","3561","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Concrete","124"
"726","21112738","795000","85750","-110.869301","32.327174","1","5865","1993","4","4","3470","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","4","Carpet, Ceramic Tile, Concrete","39"
"727","21126664","803000","85718","-110.937707","32.346373","0.85","6548.33","1991","5","4","3665","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Mexican Tile, Natural Stone","111"
"728","21226074","815000","85718","-110.942529","32.296529","1.9","3796.93","1936","4","4","2970","2","Dishwasher, Garbage Disposal, Refrigerator","3","Concrete","0"
"729","21227809","808750","85755","-110.967221","32.459622","1.4","7649","1998","3","3","3426","3","Refrigerator, Microwave, Oven","3","Carpet, Natural Stone","98"
"730","21303155","750000","85750","-110.844197","32.326666","0.56","7000.5","2000","3","3","3330","2","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Natural Stone","122"
"731","21317194","851000","85718","-110.899014","32.317203","0.51","6919.43","2002","5","4","4446","4","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile, Natural Stone, Wood","80"
"732","21725179","835000","85750","-110.861685","32.289028","1.05","6069.94","1987","4","3","3550","2","Compactor, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Island, Pantry: Cabinet, Refrigerator, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: granite, Oven: double wall","0","Ceramic Tile, Wood","33"
"733","21704232","827000","85750","-110.844413","32.303983","0.96","9750","2000","5","4","4079","3","Dishwasher, Garbage Disposal, Refrigerator","2","Carpet, Ceramic Tile","40"
"734","21803306","771500","85750","-110.854112","32.325539","1.1","10137","1992","3","4","3989","2","Desk, Dishwasher, Electric Range, Garbage Disposal, Island, Lazy Susan, Pantry: Cabinet, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Other, Microwave: Built In White, Oven: Built In Off White","2","Carpet, Ceramic Tile, Mexican Tile, Natural Stone","166.66"
"735","21728155","8e+05","85747","-110.726422","32.106516","3.8","8161.28","2005","4","4","4902","3","Desk, Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Water Purifier, Microwave: Convection","4","Carpet, Concrete, Natural Stone, Wood","78.09"
"736","21828915","822500","85718","-110.938324","32.338445","0.93","8869.54","1999","4","3","3474","3","Dishwasher, Double Sink, Garbage Disposal, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: granite","1","Carpet, Natural Stone","157"
"737","21705930","815000","85755","-111.00943","32.467867","1.02","2698.6","2018","3","3","2644","3","Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite","1","Natural Stone","213"
"738","21832814","820000","85742","-111.064241","32.396889","3.31","7265.46","2015","4","3","3521","4","Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: SLAB GRANITE, Microwave: BUILT IN, Oven: BUILT IN","1","Carpet, Natural Stone","78.09"
"739","21809053","801000","85749","-110.725558","32.282656","1.09","7657","1994","5","4","4451","3","Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Viking Appliances","4","Carpet, Mexican Tile","8.33"
"740","3059704","750000","85622","-111.001762","31.841975","2.72","7169.9","1995","6","7","list(3330)","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Refrigerator, Microwave, Oven","3","Ceramic Tile","78.09"
"741","21904043","835000","85739","-110.863745","32.552031","0.28","5079.64","2006","3","4","3434","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Butler, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Stonite, Microwave: Stainless Steel, Oven: Double Oven","1","Carpet, Ceramic Tile, Natural Stone","180"
"742","21900957","825000","85658","-111.052329","32.479253","2.42","16439.73","2003","5","4","4618","3","Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless Steel","2","Carpet, Ceramic Tile","148"
"743","21906937","815000","85755","-110.975998","32.433075","1.54","11126.4","2009","5","4","4289","3","Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator","1","Carpet, Ceramic Tile","76"
"744","21912038","750000","85755","-110.9858","32.465139","0.31","9028.97","2016","2","3","2758","2","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Microwave: Built In, Oven: Convection","1","Ceramic Tile","78.09"
"745","21900076","8e+05","85750","-110.838005","32.320776","0.74","9706.08","1989","4","3","3738","3","Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless, Countertops: Tile, Oven: Double","1","Carpet, Ceramic Tile, Mexican Tile, Natural Stone","142"
"746","21920055","811250","85715","-110.859265","32.258721","0.57","7251.5","1963","4","4","3742","2","Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Reverse Osmosis, Warming Drawer, Water Purifier, Appliance Color: Stainless, Countertops: Granite","2","Carpet, Ceramic Tile, Wood","119.66"
"747","21402074","822500","85750","-110.866223","32.321467","0.52","7152","1994","5","4","4340","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","50"
"748","21425623","775000","85750","-110.863742","32.332763","1.09","8375","1986","4","4","4393","3","Dishwasher, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","202"
"749","21600376","8e+05","85716","-110.922711","32.225597","0.67","5634.49","1929","4","5","5412","2","Dishwasher, Refrigerator, Oven","4","Carpet, Ceramic Tile, Vinyl","0"
"750","21207408","8e+05","85718","-110.910621","32.294134","1.65","8296.43","1993","5","4","4446","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile","193"
"751","21628887","820000","85745","-111.065113","32.25752","2.2","7545.12","1999","4","5","4087","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Wood","0"
"752","21732335","785000","85743","-111.088331","32.311675","3.3","9627.35","2004","4","4","3850","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Wet Bar, Appliance Color: Stainless, Countertops: Granite, Microwave: elec, Oven: Double","1","Concrete","74"
"753","21814146","820000","85755","-110.967221","32.459605","1.33","9880.37","1998","3","3","3104","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: -, Oven: -","3","Carpet, Natural Stone","107"
"754","21832899","810000","85750","-110.830877","32.316971","1.11","7895.11","1990","4","3","3153","3","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: yes, Microwave: Stainless, Oven: yes","4","Carpet, Mexican Tile, Natural Stone","67"
"755","21832431","825000","85749","-110.713888","32.268533","3.49","7567.13","1996","4","4","3906","5","Desk, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Granite","2","Carpet, Ceramic Tile, Concrete","78.09"
"756","21830216","790000","85718","-110.918667","32.305535","1.87","1045.42","2017","4","4","3200","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Warming Drawer, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","2","Carpet, Natural Stone","84"
"757","21725741","830000","85658","-111.092913","32.458419","0.58","9877.36","2006","3","4","3811","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Refrigerator, Reverse Osmosis, Appliance Color: Stainless, Countertops: Granite","1","Carpet, Wood, Other: Porcelain Tile","88"
"758","21824073","815000","85730","-110.764171","32.172707","3.3","2738.41","2018","4","4","4175","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Countertops: granite, Microwave: built in, Oven: yes","1","Ceramic Tile","78.09"
"759","21320407","805000","85749","-110.703436","32.248174","4.5","8405.06","1999","5","4","3600","8","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","25"
"760","21323306","810000","85718","-110.898909","32.321575","0.42","6662","2001","5","4","4446","3","Dishwasher, Garbage Disposal, Microwave, Oven","2","Carpet, Ceramic Tile, Natural Stone, Wood","80"
"761","21708554","793008","85718","-110.917737","32.311985","1.04","7281","1993","4","3","3692","3","Compactor, Dishwasher, Double Sink, Garbage Disposal, Gas Range, Refrigerator","4","Carpet, Ceramic Tile, Natural Stone, Wood","195"
"762","21401597","834500","85755","-110.998048","32.44599","8.11","6551","1985","3","4","2969","8","Dishwasher, Garbage Disposal, Microwave, Oven","2","Mexican Tile, Natural Stone","42"
"763","21907145","825000","85747","-110.742856","32.163255","3.43","1322.68","2017","4","4","4560","4","Dishwasher, Freezer, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Reverse Osmosis, Water Purifier, Appliance Color: Stainless","4","Concrete","115"
"764","21611054","830000","85718","-110.88587","32.302642","1.56","6215","1998","3","3","3243","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","12"
"765","21525910","789000","85718","-110.885561","32.331293","0.9","5325.41","1963","5","5","4279","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Natural Stone, Wood","258"
"766","21627980","815000","85755","-110.9802","32.459632","0.44","9867.63","2008","3","4","3014","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","167"
"767","21040927","765000","85718","-110.928527","32.299422","2.7","6031","1955","5","8","4274","0","Dishwasher, Garbage Disposal, Refrigerator, Oven","2","Carpet, Mexican Tile","0"
"768","21302401","825000","85750","-110.822293","32.283541","0.6","8579","2006","4","4","3674","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","110"
"769","21320525","8e+05","85718","-110.887925","32.330931","1.14","8518","1993","3","4","4168","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Natural Stone, Wood","149"
"770","21331116","789000","85755","-110.982209","32.427377","0.96","7988.84","2007","4","4","4620","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Ceramic Tile","66"
"771","21725424","8e+05","85755","-110.949062","32.451503","0.82","9036.02","1998","4","3","3580","2","Dishwasher, Garbage Disposal, Gas Range, Island, Refrigerator","1","Carpet, Natural Stone","70"
"772","21921288","792500","85718","-110.931493","32.341442","1.05","8151.89","1998","4","4","3778","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Cabinet, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: granite, Microwave: microwave, Oven: oven","2","Carpet, Natural Stone, Wood","100"
"773","21706522","823000","85750","-110.835458","32.313563","0.88","8234.81","2013","4","5","3431","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Other","66"
"774","21809076","805000","85750","-110.824352","32.285271","0.81","8560","2003","5","4","3582","3","Desk, Dishwasher, Gas Range, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","2","Carpet, Ceramic Tile","125"
"775","21614519","786620","85619","-110.754519","32.443022","0.37","9407.98","2005","4","3","2517","0","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Ceramic Tile, Wood","25"
"776","21811736","790000","85755","-110.978029","32.462145","0.67","1986","2018","3","4","2751","2","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless","0","Carpet, Ceramic Tile, Natural Stone, Wood","194"
"777","21515987","812000","85745","-111.074364","32.256525","3.73","7347.51","2004","4","3","3501","6","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Other","0"
"778","21208319","799800","85716","-110.930668","32.231175","0.42","3374.56","1930","4","4","3737","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile, Wood","0"
"779","21207060","802500","85755","-110.991883","32.463918","1.53","11193.87","2002","3","4","3478","3","Dishwasher, Freezer, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Ceramic Tile","130"
"780","21207777","748000","85739","-110.897203","32.529879","0.21","4947.58","2002","4","4","3481","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","0","Carpet, Ceramic Tile","140"
"781","21700001","775000","85755","-110.967793","32.45928","1.71","9089.15","1995","3","4","3673","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","5","Carpet, Natural Stone","124"
"782","21724148","8e+05","85750","-110.867501","32.318443","1.08","9449.05","1990","4","4","4085","3","Compactor, Desk, Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Pantry: Closet, Refrigerator, Appliance Color: Black, Countertops: Marble","2","Carpet, Ceramic Tile","43"
"783","21804939","813000","85745","-111.099973","32.246827","5.19","14632","2001","3","4","3609","3","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Appliance Color: Stainless, Countertops: Granite, Tile, Microwave: microwave, Oven: oven","3","Carpet, Mexican Tile","49"
"784","21819297","809000","85718","-110.895057","32.289582","1.02","2814.9","2018","4","4","3689","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Countertops: quartz, Microwave: stainless","2","Ceramic Tile, Natural Stone","25"
"785","21829863","8e+05","85745","-111.112463","32.268572","3.69","9610.67","2006","4","4","3810","3","Dishwasher, Double Sink, Freezer, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Stainless, Oven: Stainless","2","Concrete","78.09"
"786","21902112","799500","85750","-110.819254","32.277765","0.68","6247","1986","5","5","4400","4","Dishwasher, Freezer, Garbage Disposal, Gas Range, Indoor Grill, Island, Pantry: Walk-In, Prep Sink, Refrigerator, Water Purifier, Appliance Color: Stainless, Countertops: Granite, Microwave: Thermador, Oven: Thermador","1","Mexican Tile, Wood","59"
"787","21729258","809170","85755","-110.97769","32.459515","0.69","12000","2018","3","4","3360","3","Dishwasher, Garbage Disposal, Gas Range, Pantry: Walk-In, Wet Bar, Microwave: SS Appliance, Oven: SS Appliance","1","Other: TBD","194"
"788","21826766","832375","85755","-110.985688","32.463623","0.37","966.97","2018","3","4","2307","2","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In","1","Carpet, Ceramic Tile","213"
"789","21505063","790000","85719","-110.940104","32.230184","0.3","4249","1934","4","5","3277","1","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Ceramic Tile, Concrete","0"
"790","21502777","825000","85750","-110.835536","32.314805","0.92","1954.2","2013","4","5","4334","3","Dishwasher, Garbage Disposal, Microwave, Oven","1","Carpet, Ceramic Tile","66"
"791","21918237","820000","85755","-110.980046","32.425084","0.97","8676.23","1999","4","4","3488","3","Dishwasher, Double Sink, Electric Range, Garbage Disposal, Gas Range, Island, Lazy Susan, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: travertine, Microwave: -, Oven: -","1","Carpet, Natural Stone","89"
"792","21400420","790000","85749","-110.698735","32.245306","3.87","6538","1982","5","6","5315","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","3","Ceramic Tile, Concrete, Wood, Other","23"
"793","21413743","8e+05","85755","-110.975498","32.435648","1.86","7693.88","2006","4","4","3909","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone, Wood","100"
"794","21522262","809310","85755","-110.976076","32.45911","0.96","6323","2015","3","4","3360","3","Dishwasher, Garbage Disposal, Microwave, Oven","0","Carpet, Ceramic Tile","167"
"795","21901827","8e+05","85719","-110.937878","32.235241","0.18","2739.44","2018","4","3","2679","3","Desk, Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Appliance Color: Stainless, Microwave: Bosch, Oven: Bosch","0","Concrete","78.09"
"796","21333888","812500","85739","-110.860817","32.544615","0.3","4387.28","2007","3","4","3738","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile, Wood","148"
"797","21333643","825000","85739","-110.8602","32.548095","0.36","4833.34","2006","3","3","3526","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone, Wood","140"
"798","21826564","815000","85718","-110.937203","32.33307","1.06","5944.5","1986","3","4","3274","3","Dishwasher, Garbage Disposal, Pantry: Cabinet, Refrigerator, Appliance Color: Stainless","3","Carpet, Natural Stone, Wood","78.09"
"799","21226223","775000","85749","-110.707305","32.248694","3.8","6481","1977","5","5","4915","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","1","Carpet, Natural Stone","18"
"800","21709163","750000","85737","-110.969827","32.395684","0.83","6508","2004","3","3","2486","3","Dishwasher, Garbage Disposal, Refrigerator","2","Carpet, Ceramic Tile","21"
"801","21719765","8e+05","85718","-110.908635","32.33437","0.8","5074","1970","4","4","4753","2","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless","2","Mexican Tile","6"
"802","21806253","775000","85749","-110.728576","32.303289","3.28","3115.91","2016","3","4","4975","4","Dishwasher, Double Sink, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Prep Sink, Appliance Color: Stainless","1","Concrete","200"
"803","21806114","810000","85719","-110.940763","32.233632","0.23","7175.9","1938","7","7","3605","2","Dishwasher, Freezer, Garbage Disposal, Gas Range, Refrigerator, Countertops: Corion","4","Carpet, Ceramic Tile, Wood","78.09"
"804","21826748","750000","85755","-110.98114","32.426278","1.19","10147.06","2002","5","4","4627","3","Dishwasher, Garbage Disposal, Gas Range, Island, Pantry: Walk-In, Refrigerator, Appliance Color: Stainless, Countertops: Conrete/Stone","4","Carpet, Concrete, Natural Stone","85"
"805","21702126","877170","85755","-110.977158","32.459429","0.6","2005.57","1994","3","4","3078","3","Dishwasher, Garbage Disposal, Microwave, Oven","0","Other","167"
"806","21406635","770000","85750","-110.870445","32.315266","1.9","7338","1993","4","3","4390","3","Compactor, Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","42"
"807","21332190","776500","85749","-110.738799","32.299728","3.34","5447","2003","4","5","3760","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","3","Carpet, Mexican Tile","8"
"808","21424876","8e+05","85750","-110.825387","32.319842","1.04","8284","1997","5","4","3729","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Natural Stone","122"
"809","21430258","795000","85719","-110.943269","32.2424","0.34","7208","1935","3","4","3764","2","Dishwasher, Freezer, Oven","2","Ceramic Tile, Mexican Tile, Wood, Other","0"
"810","21505031","775000","85715","-110.855533","32.257938","1.02","5374","1948","3","5","4384","2","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","5","Carpet, Concrete","48"
"811","21514621","780000","85718","-110.907145","32.326009","0.72","7784","2000","5","4","4208","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Ceramic Tile","0"
"812","21521402","810000","85715","-110.846786","32.26296","0.37","5962.37","1983","4","4","3758","3","Dishwasher, Refrigerator, Microwave, Oven","4","Ceramic Tile, Wood","48"
"813","21511383","750000","85755","-110.977706","32.437291","0.51","3787.69","2015","4","4","3673","3","Dishwasher, Garbage Disposal, Refrigerator, Oven","1","Carpet, Ceramic Tile","100"
"814","21608910","815500","85718","-110.900843","32.321354","0.45","6251.06","2001","3","4","3541","3","Dishwasher, Garbage Disposal, Refrigerator, Microwave, Oven","2","Carpet, Natural Stone","80"
